Світлофор зі звуковим сигналом |вул. Вишгородська – вул. Білицька			                |50.497101301893295	|30.45621545006428
Світлофор зі звуковим сигналом |вул. Вишгородська – вул. Мостицька			                |50.500748502241386	|30.451769305569194
Світлофор зі звуковим сигналом |вул. Вишгородська – вул. Пріорська			                |50.50849189058592	|30.450778033928245
Світлофор зі звуковим сигналом |вул. Вишгородська – просп. Правди			                |50.50575483222442	|30.45099556660163
Світлофор зі звуковим сигналом |пл. Тараса Шевченка – просп. Литовський		                |50.52113848125817	|30.4495623067935
Світлофор зі звуковим сигналом |просп. Оболонський – вул. Левка Лук’яненка	                |50.51273610273869	|30.499125312360267
Світлофор зі звуковим сигналом |вул. Героїв Дніпра, 6				                        |50.51741352701122	|30.48689266236065
Світлофор зі звуковим сигналом |вул. Героїв Дніпра, 40				                        |50.52257248232347	|30.508701105353495
Світлофор зі звуковим сигналом |вул. Героїв Дніпра, 45				                        |50.522599858600614	|30.504647113754277
Світлофор зі звуковим сигналом |вул. Олександра Архипенка, 4 		                        |50.495934398286614	|30.510663864909034
Світлофор зі звуковим сигналом |просп. Володимира Івасюка – вул. Олександра Архипенка	    |50.4963165358044   |30.517723403228775
Світлофор зі звуковим сигналом |просп. Володимира Івасюка, 4		            		    |50.492169471524726	|30.522602791011604
Світлофор зі звуковим сигналом |просп. Володимира Івасюка – інститут Гідробіології	        |50.502386014556734	|30.51297023109613
Світлофор зі звуковим сигналом |просп. Володимира Івасюка – вул. Прирічна			        |50.51367886840122	|30.507427222141725
Світлофор зі звуковим сигналом |просп. Володимира Івасюка, 51		                        |50.520388524133644	|30.513669053792057
Понижений бордюр |просп. Володимира Івасюка, 17-А	Міжквартальні тротуари				    |50.50337695379566	|30.509391926513906
Понижений бордюр |вул. Героїв полку «Азов», 32, 32-А Міжквартальні тротуари				    |50.50239446358686	|30.506138916007316
Понижений бордюр |вул. Героїв полку «Азов», 28, 30	Міжквартальні тротуари				    |50.50172050670293	|30.505088159401687
Понижений бордюр |просп. Володимира Івасюка, 9, 9-А	Міжквартальні тротуари				    |50.499110918575994	|30.51333886893027
Понижений бордюр |вул. Олександра Архипенка, 3-А Міжквартальні тротуари				        |50.49755239534026	|30.512200382395694
Понижений бордюр |вул. Йорданська, 1-А	Міжквартальні тротуари				                |50.49194669717922	|30.506415256756917
Понижений бордюр |просп. Володимира Івасюка, 19, 19-А Міжквартальні тротуари				|50.50494467698844	|30.509966751211056
Понижений бордюр |вул. Йорданська, 9-А, 11-ЖБК Міжквартальні тротуари				        |50.49501846510474	|30.506872448840625
Понижений бордюр |просп. Володимира Івасюка, 1 Міжквартальні тротуари				        |50.48910129900009	|30.524655211845328
Понижений бордюр |вул. Героїв полку «Азов», 25 Міжквартальні тротуари				        |50.502377749986756	|30.504450197800487
Понижений бордюр |просп. Володимира Івасюка, 37	Міжквартальні тротуари				        |50.51404461529017	|30.507346707944947
Понижений бордюр |вул. Героїв Дніпра, 34-Б Міжквартальні тротуари				            |50.521643305589755	|30.504215919087017
Понижений бордюр |пл. Оболонська, 3	Міжквартальні тротуари				                    |50.502188561574854	|30.501378264002106
Понижений бордюр |вул. Героїв полку «Азов», 3 Міжквартальні тротуари				        |50.50600651458109	|30.491541807791
Понижений бордюр |вул. Левка Лук’яненка, 3, 3-В	Міжквартальні тротуари				        |50.50826373625383	|30.48825808474481
Понижений бордюр |вул. Левка Лук’яненка, 5 Міжквартальні тротуари	    			        |50.508707769663964	|30.48883651215127
Понижений бордюр |вул. Левка Лук’яненка, 7, 7-А	Міжквартальні тротуари				        |50.50943396240241	|30.48945034622507
Понижений бордюр |вул. Героїв полку «Азов», 3-Б	Міжквартальні тротуари				        |50.50697831186623	|30.49379466669424
Понижений бордюр |вул. Героїв полку «Азов», 13	Міжквартальні тротуари				        |50.502202923875124	|30.49511712928364
Понижений бордюр |вул. Героїв полку «Азов», 15/3 Міжквартальні тротуари				        |50.502367837044176	|30.496924339501597
Понижений бордюр |вул. Левка Лук’яненка, 1 Міжквартальні тротуари				            |50.508828945844854	|30.4860768146208
Понижений бордюр |просп. Оболонський, 15, 15-А, 15-Б Міжквартальні тротуари				    |50.51001510275458	|30.49728460541827
Понижений бордюр |вул. Левка Лук’яненка, 6-12 Міжквартальні тротуари				        |50.511095418183494	|30.49395599764796
Понижений бордюр |просп. Оболонський, 23-А	Міжквартальні тротуари				            |50.514776494248046	|30.49576967416444
Понижений бордюр |просп. Оболонський, 23-Б	Міжквартальні тротуари				            |50.51480872709956	|30.49426046123183
Понижений бордюр |просп. Оболонський, 33-А	Міжквартальні тротуари				            |50.51808379308805	|30.496610470210967
Понижений бордюр |вул. Героїв Дніпра, 9	Міжквартальні тротуари	    			            |50.51877260087844	|30.489158737803624
Понижений бордюр |просп. Оболонський, 37-В	Міжквартальні тротуари			 	            |50.51942812483894	|30.49642148871916
Понижений бордюр |вул. Героїв Дніпра, 19 Міжквартальні тротуари				                |50.52107310102529	|30.490752422583146
Понижений бордюр |вул. Героїв Дніпра, 22-А	Міжквартальні тротуари				            |50.52150037868548	|30.49565401245373
Понижений бордюр |просп. Володимира Івасюка, 61-63	Міжквартальні тротуари				    |50.52512765094728	|30.514804638506657
Понижений бордюр |вул. Північна, 48-А	Міжквартальні тротуари				                |50.526852538860446	|30.51236963344115
Понижений бордюр |вул. Героїв Дніпра, 59 Міжквартальні тротуари				                |50.52334563884654	|30.50860275641675
Понижений бордюр |вул. Героїв Дніпра, 61 Міжквартальні тротуари				                |50.52414508685901	|30.508742541887873
Понижений бордюр |вул. Північна, 14	Міжквартальні тротуари				                    |50.525258785619066	|30.50647553028507
Понижений бордюр |вул. Північна, 12	Міжквартальні тротуари				                    |50.52610623552741	|30.505990709129705
Понижений бордюр |просп. Володимира Івасюка, 54-А Міжквартальні тротуари	                |50.5241364421945	|30.517664595740275
Понижений бордюр |просп. Володимира Івасюка, 44	Міжквартальні тротуари		                |50.52015212375162	|30.51570419610502
Понижений бордюр |вул. Ярослава Івашкевича, 8, 8-А	Міжквартальні тротуари	                |50.50465202457627	|30.454320657096616
Понижений бордюр |вул. Автозаводська, 25, 27 Міжквартальні тротуари				            |50.50680804628986	|30.45739791686315
Понижений бордюр |вул. Ярослава Івашкевича, 14 Міжквартальні тротуари			    	    |50.50434874603582	|30.455876827685955
Понижений бордюр |вул. Мукачівська, 9 Міжквартальні тротуари				                |50.50436118895946	|30.45499072204262
Понижений бордюр |вул. Полярна, 6, 6-Б	Міжквартальні тротуари				                |50.518109235324594	|30.46064475290171
Понижений бордюр |вул. Бережанська, 16-А Міжквартальні тротуари				                |50.516936465227666	|30.460690863991935
Понижений бордюр |вул. Академіка Навашина, 13 Міжквартальні тротуари		            	|50.51866247668104	|30.452675393617675
Понижений бордюр |вул. Вишгородська, 44-А Міжквартальні тротуари			            	|50.513590140487416	|30.450938337959844
Понижений бордюр |вул. Бережанська, 10, 12	Міжквартальні тротуари			            	|50.51476764514309	|30.46095125085546
Понижений бордюр |вул. Полярна, 5	Міжквартальні тротуари				                    |50.521141688230955	|30.454156260743385
Понижений бордюр |вул. Рокоссовського, 7 Міжквартальні тротуари			                   	|50.52472665562444	|30.45968100503835
Понижений бордюр |просп. Литовський, 6-А Міжквартальні тротуари			                   	|50.52341807923507	|30.45419765729557
Понижений бордюр |вул. Рокоссовського, 8-А	Міжквартальні тротуари		                    |50.522609964301544	|30.460339284965432
Понижений бордюр |вул. Квітки Цісик, 51-А Міжквартальні тротуари		                    |50.546613896260055	|30.347533275177252
Понижений бордюр |вул. Квітки Цісик, 23	Міжквартальні тротуари			                   	|50.534634206321414	|30.363263881362652
Понижений бордюр |вул. Петра Калнишевського, 4-А Міжквартальні тротуари	                   	|50.52608828618516	|30.468185857492582